Job Name,Company Name,Location,Level
IT Comtor Tiếng Nhật,CÔNG TY TNHH ZINZA TECHNOLOGY,"- Hà Nội: Tầng 3 Hoàng Ngọc Tower, Lô C2C, ngõ 72 Trần Thái Tông, Phường Dịch Vọng Hậu Thành phố Hà Nội, Việt Nam, Cầu Giấy",Nhân viên
Data Engineer,Công ty Cổ phần Hệ thống Công nghệ ETC,"- Hà Nội: Tòa 319 Bộ Quốc Phòng, 63 Lê Văn Lương, Cầu Giấy, Cầu Giấy",Nhân viên
Quality Assurance,FPT Software,"- Hà Nội: F-Ville 1, Khu CNC Hòa Lạc (có xe đưa đón)., Thạch Thất",Thực tập sinh
Kỹ Sư,CÔNG TY TNHH TECHVICO,"- Hà Nội: Tầng 4, Tòa Tâm Bình, số 59, ngõ 5 phố Láng Hạ, Phường Thành Công, Ba Đình",Nhân viên
Nhân Viên Kiểm Thử Phần Mềm Tester,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ NEWWAY,"- Hà Nội: Tầng 4, Số 74 Hồ Đền Lừ, Phường Hoàng Mai, Hoàng Mai",Nhân viên
Backend Developer,CÔNG TY TNHH CÔNG NGHỆ THÔNG TIN VÀ VIỄN THÔNG DOLPHIN,"- Hà Nội: 81 Lê Đức Thọ,Mỹ Đình, Nam Từ Liêm",Nhân viên
Engineer,Công ty cổ phần Tasco,- Hà Nội: Nam Từ Liêm,Trưởng nhóm
Business Analyst,FPT Software,"- Hồ Chí Minh: F-Town 3, 3 Võ Chí Công, Phường Long Thạnh Mỹ Ho Chi Minh City, Vietnam, Thủ Đức - Hà Nội: Tòa nhà FPT Cầu Giấy, phố Duy Tân, phường Cầu Giấy, Thành phố Hà Nội, Việt Nam, Cầu Giấy - Đà Nẵng: Tòa nhà FPT Complex, đường Nam Kỳ Khởi Nghĩa, phường Ngũ Hành Sơn, Thành phố Đà Nẵng, Việt Nam, Ngũ Hành Sơn - Thừa Thiên Huế: The Manor Crown, 62 To Huu, Hue City, TP Huế ...và 1 địa điểm khác Thu gọn",Nhân viên
,CÔNG TY CỔ PHẦN GIẢI PHÁP TỰ ĐỘNG HÓA KỸ THUẬT VIỆT NAM (AES VIỆT NAM),"- Hà Nội: Villa M10 - L17, Khu A, KĐT Dương Nội, P. La Khê Hà Nội, Vietnam., Hà Đông",Thực tập sinh
Thực Tập Sinh,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,"- Hưng Yên: Yên Mỹ, Yên Mỹ - Hà Nội: Điểm xe đưa đón tại Nguyễn Tuân, Thanh Xuân",Thực tập sinh
Python Developer,Công ty Cổ Phần Rikkeisoft,"- Hà Nội: tòa Vinacomin Dương Đình Nghệ, Cầu Giấy",Nhân viên
Trưởng Nhóm Kiểm Thử,CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,"- Hà Nội: Tầng 10, Tòa nhà Việt, Số 1 Thái Hà, Đống Đa",Trưởng nhóm
Lập Trình Viên Android,Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),"- Hà Nội: 22 Láng Hạ, Phường Láng, Đống Đa",Nhân viên
Kỹ Sư Vận Hành Hệ Thống,Nitori Furniture Vietnam EPE,"- Hà Nội: Lô 35, KCN Quang Min, Mê Linh",Nhân viên
Kỹ Sư Kiểm Thử Phần Mềm QA Tester,CÔNG TY TNHH MỘT THÀNH VIÊN AN NINH MẠNG VIETTEL,"- Hà Nội: Keangnam Landmark 72, Phạm Hùng, Từ Liêm",Nhân viên
Flutter Developer Banking,Công ty Cổ phần Công nghệ Alphaway,"- Hà Nội: 72 Trần Hưng Đạo, Hoàn Kiếm, Hoàn Kiếm",Trưởng nhóm
Frontend Developer,CÔNG TY TNHH NEO TALENT,"- Hà Nội: Duy Tân, Cầu Giấy",Trưởng nhóm
Senior Java Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ VI MÔ,"- Hà Nội: Tòa VTC Online - số 18 Tam Trinh, Hai Bà Trưng",Nhân viên
,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ VIỆT NAM,"- Hà Nội: Số 2 Nguyễn Hoàng, Nam Từ Liêm, Nam Từ Liêm",Nhân viên
Android Developer,"VĂN PHÒNG KOTRA, ĐẠI SỨ QUÁN HÀN QUỐC","- Hà Nội: o 27th Floor, East Tower, Lotte Center Hanoi, 54 Lieu Giai, Ba Đình",Nhân viên
Nhân Viên Kỹ Thuật,Công Ty Cổ Phần Đầu Tư Công Nghệ Hacom,"- Hà Nội: Số 131 Lê Thanh Nghị - Hai Bà Trưng, Hai Bà Trưng - Hà Nội: Số 38 Thành Trung - Gia Lâm, Gia Lâm - Bắc Ninh: Số 299 Minh Khai - Từ Sơn, Từ Sơn - Hồ Chí Minh: 478 Cách Mạng Tháng 8 - Nhiêu Lộc, Quận 3 ...và 1 địa điểm khác Thu gọn",Nhân viên
Fresher Tester,Công ty Cổ phần đầu tư Công Nghệ và Thương Mại Softdreams,"- Hà Nội: Trụ sở chính: Nhà khách ATS, số 8 Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm - Hà Nội: Cầu Giấy",Nhân viên
Chuyên Viên Giám Sát,Công ty TNHH Thu phí tự động VETC,"- Hà Nội: Tasco building, số 2 Phạm Hùng, Nam Từ Liêm",Nhân viên
Kiểm Thử Game,Công ty cổ phần HIGAME,"- Hà Nội: Tầng 6, Tòa văn phòng 2, Tòa nhà Sun Square 21 Lê Đức Thọ, Nam Từ Liêm",Nhân viên
System Administrator Quản Trị Hệ Thống,Công Ty Cổ Phần VCCorp,"- Hà Nội: Toà 21T2, 83 Vũ Trọng Phụng, Thanh Xuân Trung, Thanh Xuân, Thanh Xuân",Nhân viên
Product Owner Finance,Công Ty Cổ Phần Aggregatori Capaci,"- Hà Nội: 5BT2, khu đô thị Mễ Trì Hạ, Mễ Trì, Nam Từ Liêm",Nhân viên
Tech Lead,CÔNG TY TNHH MUMESOFT INNOVATION,"- Hà Nội: Tầng 6, số 12 Mễ Trì Hạ, phường Mễ Trì, Nam Từ Liêm",Trưởng nhóm
Software Engineer,Công Ty TNHH Avepoint Việt Nam,"- Hà Nội: 4th floor, Artemis Building, 3 Le Trong Tan Street, Khuong Mai Ward, Thanh Xuân - Đà Nẵng: 2F Vinh Trung Plaza, No. 255-257 Hung Vuong, Vinh Trung, Thanh Khê",Nhân viên
Business Analyst IT,Công ty TNHH Fetek Việt Nam,"- Hà Nội: số 8 ngõ 30 Nguyễn Thị Định, Trung Hoà, Cầu Giấy",Trưởng nhóm
Nhân Viên Phân Tích Nghiệp Vụ Công Nghệ Thông Tin BA Hà Nội,Công ty cổ phần Đầu tư Bất động sản Hapulico,"- Hà Nội: Tòa nhà Hapulico – Center Building, số 85 Vũ Trọng Phụng, Thanh Xuân",Nhân viên
Lập Trình Viên Mobile,Công ty Cổ phần Tập đoàn Công nghệ Thiên Hoàng,"- Hà Nội: Tầng 22 tòa nhà Viwaseen, số 48 Tố Hữu, Trung Văn, Nam Từ Liêm, Nam Từ Liêm",Trưởng nhóm
Lập Trình Viên .Net,CÔNG TY TNHH CÔNG NGHỆ EZCLOUD TOÀN CẦU,"- Hà Nội: Tầng 8, Toà nhà Ladeco, 266 Đội Cấn, Ba Đình",Nhân viên
Nhân Viên Phân Tích Nghiệp Vụ,CÔNG TY CỔ PHẦN DỊCH VỤ DI ĐỘNG THỂ HỆ MỚI (NMS),"- Hà Nội: Toà nhà Mỹ Đình Plaza 1, 138 Trần Bình, Nam Từ Liêm",Trưởng nhóm
Unity Developer Hà Nội,Công ty cổ phần công nghệ Skymare,"- Hà Nội: Tòa nhà Nam Anh - 68/116 Nhân Hòa - Nhân Chính, Thanh Xuân",Nhân viên
Engineer,FPT Software,"- Hà Nội: Tòa nhà FPT Cầu Giấy, phố Duy Tân, phường Cầu Giấy, Thành phố Hà Nội, Việt Nam, Cầu Giấy",Nhân viên
Account Manager,Công ty TNHH Pancake Việt Nam,"- Hà Nội: Tầng 3 ,Toà F-Zone ,Vinhomes Smart City, phường Tây Mỗ, Nam Từ Liêm",Nhân viên
Business Analyst Bank,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,"- Hà Nội: Dịch Vọng Hậu, Cầu Giấy, Thanh Xuân",Trưởng nhóm
Flutter Developer,Công ty Cổ phần Công nghệ KiotViet,"- Hà Nội: 1A Yết Kiêu - Phường Cửa Nam, Hoàn Kiếm",Nhân viên
Solution Engineer,"TECHVIFY SOFTWARE., JSC","- Hà Nội: tòa HUDTOWER, số 37 Lê Văn Lương, Phường Thanh Xuân, Thanh Xuân",Trưởng nhóm
Mobile Developer IOS,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,- Hà Nội,Trưởng nhóm
Phát Triển Sản Phẩm Product Owner Project Manager,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ TRIPLAYZ,"- Hà Nội: 03 Lê Văn Hưu, P.Phạm Đình Hổ, Hai Bà Trưng",Nhân viên
Lập Trình Viên Mobile Mobile Developer Tài Chính,Công ty Cổ phần Tập đoàn Đầu tư EMIR,"- Hà Nội: Tòa nhà 789 Bộ Quốc Phòng, số 147 Hoàng Quốc Việt, Cầu Giấy",Nhân viên
Quản Trị Dự Án,Công Ty Cổ Phần Đầu Tư Và Phát Triển Công Nghệ Proxglobal,"- Hà Nội: 60B Nguyễn Huy Tưởng, Thanh Xuân Trung, Thanh Xuân",Nhân viên
BrSE,CÔNG TY TNHH SYSTEMEXE VIỆT NAM,"- Hồ Chí Minh: Tòa nhà E-town, 364 Cộng Hòa, Phường 13, Tân Bình - Hà Nội: Tòa nhà HITC, số 239 Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy - Đà Nẵng: Tòa nhà Camelia, số 773 Ngô Quyền, Phường An Hải, Sơn Trà",Nhân viên
Chuyên Viên Triển Khai Phần Mềm Đống Đa Solution Consultant,CÔNG TY CỔ PHẦN LUKLAK,"- Hà Nội: LUKLAK 168 Xã Đàn 2 (đường ven hồ), P. Nam Đồng, Đống Đa",Nhân viên
Mobile Developer Java,CÔNG TY TNHH SAMSUNG SDS VIỆT NAM,"- Hà Nội: Tòa PVI, Số 1 Phạm Văn Bạch, Yên Hòa, Cầu Giấy",Nhân viên
