Job Name,Company Name,Location,Level
Business Analyst,Công ty Cổ phần MISA,"- Hà Nội: Tòa nhà Technosoft, ngõ 15 phố Duy Tân, Cầu Giấy - Hà Nội: Tòa N03T1 Ngoại Giao Đoàn- Xuân Tảo, Bắc Từ Liêm",Nhân viên
Account Manager IT,CÔNG TY CỔ PHẦN VSI,"- Hà Nội: Tòa AC Building, số 3 ngõ 78 Phố Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Cầu Giấy",Nhân viên
Devops,Công ty CP Khoa học Dữ liệu,"- Hà Nội: Tầng 4, toà HH2 Yên Hoà, đường Dương Đình Nghệ, Cầu Giấy",Nhân viên
IT,Công ty CP Kinh doanh F88,"- Hà Nội: Số 5 Nguyễn Thị Duệ, Phường Yên Hòa, Cầu Giấy",Trưởng nhóm
Kiểm Thử Penetration Tester,CÔNG TY TNHH MỘT THÀNH VIÊN AN NINH MẠNG VIETTEL,"- Hà Nội: Keangnam Landmark 72, Phạm Hùng, Từ Liêm - Hồ Chí Minh: Viettel Building, 285 CMT8, p12, Quận 10",Nhân viên
Product Manager,CÔNG TY CỔ PHẦN DATAVN,- Hà Nội: Cầu Giấy,Quản lý / Giám sát
,CÔNG TY CỔ PHẦN CÔNG NGHỆ TÀI CHÍNH FINHUB,"- Hà Nội: Trung tâm đổi mới sáng tạo quốc gia, tòa NIC, số 6, ngõ 7 Tôn Thất Thuyết, Dịch Vọng, Cầu Giấy, Cầu Giấy",Trưởng nhóm
Nhân Viên Tester,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,"- Hà Nội: 110 Trần Phú - Hà Đông, Thanh Xuân",Trưởng nhóm
Editor,Công ty TNHH D.Ragoon,"- Hà Nội: Tầng 7, Tòa D29 Phạm Văn Bạch, Cầu Giấy",Nhân viên
DevOps Engineer,Công ty Cổ phần Công nghệ KiotViet,"- Hà Nội: 1A Yết Kiêu - Phường Cửa Nam, Hoàn Kiếm",Nhân viên
Cộng Tác Viên Game Design,Công ty Cổ phần Falcon Technology,"- Hà Nội: Tòa nhà Rivera Park, 69 Đ. Vũ Trọng Phụng, Thanh Xuân",Thực tập sinh
2D Artist Game,CÔNG TY CỔ PHẦN TẬP ĐOÀN WEE,"- Hà Nội: Số 99 Trần Bình - Mỹ Đình 2 - Nam Từ Liêm, Nam Từ Liêm",Nhân viên
Chuyên Viên Phân Tích Nghiệp Vụ Business Analyst ERP,Công ty Cổ phần Đầu Tư K&G Việt Nam,"- Hà Nội: Tòa nhà sông Đà, Phạm Hùng, Nam Từ Liêm",Nhân viên
Thực Tập Sinh,Công ty TNHH Phần mềm DTS Việt Nam,"- Hà Nội: Đội Cấn, Ba Đình",Thực tập sinh
,Công ty CP FINT Việt Nam,"- Hà Nội: Toà nhà D'office, 28 Thành Thái, Dịch Vọng Hậu, Cầu Giấy",Nhân viên
Business Analyst BA,CÔNG TY CỔ PHẦN STRINGEE,"- Hà Nội: Tầng 17 VP 2, Tòa nhà Sunsquare, 21 Lê Đức Thọ, Nam Từ Liêm",Nhân viên
Fullstack Java,Công ty cổ phần Synodus,- Hà Nội: Nam Từ Liêm,Nhân viên
Thực Tập Sinh,Công ty cổ phần công nghệ Isofh,"- Hà Nội: số 35 Nguyễn Đình Chiểu- Hai Bà Trưng, Hai Bà Trưng",Thực tập sinh
Unity Developer,CÔNG TY TNHH HAPIGA VIỆT NAM,"- Hà Nội: Tòa VOV Mễ Trì, Nam Từ Liêm, Nam Từ Liêm",Nhân viên
Data Scientist,CÔNG TY CỔ PHẦN CYPHER AI LABS,"- Hà Nội: The Legend Tower, 109 Nguyen Tuan, Thanh Xuân",Nhân viên
Tech Lead,CÔNG TY TNHH MỘT THÀNH VIÊN AN NINH MẠNG VIETTEL,"- Hà Nội: Keangnam Landmark 72, Phạm Hùng, Từ Liêm",Nhân viên
Lập Trình Viên Nodejs,Công ty cổ phần giải pháp MKT,"- Hà Nội: Tầng 4, tòa nhà Stellar Garden số 35 Lê Văn Thiêm, Nhân Chín Hà Nộ, Thanh Xuân",Nhân viên
Fullstack Developer PHP Reactjs,CÔNG TY TNHH MUMESOFT INNOVATION,"- Hà Nội: Tầng 6, số 12 Mễ Trì Hạ, phường Mễ Trì, Nam Từ Liêm",Trưởng nhóm
Chuyên Viên Lập Trình Kotlin Android,Công ty Cổ phần Tập đoàn Meey Land,"- Hà Nội: 97-99 Láng Hạ, Đống Đa",Trưởng nhóm
,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,"- Hà Nội: 110 Trần Phú - Hà Đông, Thanh Xuân",Trưởng nhóm
Lập Trình Viên Backend Python,CÔNG TY CỔ PHẦN CÔNG NGHỆ FOXAI,"- Hà Nội: Tòa nhà N03-T3, Khu Ngoại Giao Đoàn, Phường Xuân Tảo, Bắc Từ Liêm",Nhân viên
Quản Lý Dự Án,Công ty TNHH Horus Productions,"- Hà Nội: tòa CT2D - VOV - Mễ Trì, Nam Từ Liêm",Quản lý / Giám sát
Business Analyst,CÔNG TY CỔ PHẦN JARVIS GLOBAL,"- Hà Nội: Trung Hoà, Cầu Giấy, Cầu Giấy",Nhân viên
Java Developer Bank,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,"- Hà Nội: 19-21 Vũ Trọng Phụng, Thanh Xuân, Thanh Xuân",Trưởng nhóm
Java Developer Backend Dự Án Banking,Công ty Cổ phần Tập đoàn Công nghệ Thiên Hoàng,"- Hà Nội: Tầng 22 tòa nhà Viwaseen, số 48 Tố Hữu, Trung Văn, Nam Từ Liêm, Nam Từ Liêm",Trưởng nhóm
Lập Trình Viên PHP Laravel,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ NEWWAY,"- Hà Nội: Số 74 Hồ Đền Lừ, Phường Hoàng Văn Thụ, Hoàng Mai, Hoàng Mai",Nhân viên
,Công ty Cổ phần Tập đoàn Meey Land,"- Hà Nội: 97-99 Láng Hạ, Đống Đa",Trưởng nhóm
AI Engineer,Công ty TNHH TeenUp,"- Hà Nội: Số 29, ngõ 121 Thái Hà, phường Trung Liệt, Đống Đa",Trưởng nhóm
AI Engineer Kỹ Sư AI,CÔNG TY CỔ PHẦN EVERSTAR GLOBAL,"- Hà Nội: Tầng 15, tòa nhà văn phòng Discovery Complex, 302 Cầu Giấy, P.Dịch Vọng Hậu, Cầu Giấy",Nhân viên
Back End Developer Python,công ty cổ phần Data Impact,"- Hà Nội: Tầng 11 tòa nhà Hồ Gươm Plaza đường Trần Phú, Hà Đông",Nhân viên
Front-End Software Engineer ReactJS,Công Ty Cổ Phần Aggregatori Capaci,"- Hà Nội: 5BT2, khu đô thị Mễ Trì Hạ, Mễ Trì, Nam Từ Liêm",Nhân viên
,"VIỆN TÀI NGUYÊN, MÔI TRƯỜNG VÀ PHÁT TRIỂN BỀN VỮNG",- Hà Nội: Hai Bà Trưng,Nhân viên
Game Designer,Công ty Cổ phần Gapu,- Hà Nội,Trưởng nhóm
IT Support Tiếng Anh,CÔNG TY TNHH PHÁT TRIỂN CÔNG NGHỆ LAYOUTHUB,"- Hà Nội: Tầng 6, số 68 Khúc Thừa Dụ, Dịch Vọng, Cầu Giấy",Nhân viên
Project Manager,Cty TNHH Thundersoft Việt Nam,"- Hà Nội: W1 Vinhomes West Point, Đỗ Đức Dục, Từ Liêm, Từ Liêm",Trưởng nhóm
Business Analyst Phân Tích Nghiệp Vụ,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,"- Hà Nội: Trần Hữu Dực, Nam Từ Liêm - Hà Nội: Dịch Vọng Hậu, Cầu Giấy - Hà Nội: 89 Láng Hạ, Đống Đa",Nhân viên
Chuyên Viên Phân Tích Nghiệp Vụ Business Analyst,CÔNG TY TNHH CÔNG NGHỆ EZCLOUD TOÀN CẦU,"- Hà Nội: Tầng 8, tòa nhà Ladeco, số 266 Đội Cấn, Ba Đình",Nhân viên
Quản Trị Dự Án IT Project Management,CÔNG TY CỔ PHẦN VSI,"- Hà Nội: Tòa AC Building, số 3 ngõ 78 Phố Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Cầu Giấy",Nhân viên
Quality Control,Công ty Cổ phần GEM,"- Hà Nội: Tòa The Nine, số 9 Phạm Văn Đồng, Mai Dịch, Cầu Giấy",Nhân viên
Flutter Developer,Braly JSC,"- Hà Nội: Tầng 4 Tòa Garden Hill, số 99 Trần Bình, Nam Từ Liêm",Nhân viên
,Công Ty TNHH Du Lịch F5 Việt Nam,"- Hà Nội: Lô số 8, Tầng 5, Tháp B, Tòa nhà D2 Giảng Võ, P. Giảng Võ, Ba Đình",Nhân viên
Java Developer,Công ty cổ phần phần mềm ITSOL Holdings,"- Hà Nội: 15 Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Cầu Giấy",Nhân viên
Backend Developer,SonatGame Studio,"- Hà Nội: Tầng 10 - Tòa The West - 265 Cầu Giấy, Cầu Giấy",Nhân viên
Python Developer Python Hà Nội,Công Ty TNHH LG CNS VIỆT NAM,"- Hà Nội: Tầng 15, Keangnam Landmark 72, Nam Từ Liêm",Nhân viên
Chuyên Viên IT IT Support/Help Desk,CÔNG TY CỔ PHẦN TẬP ĐOÀN MUTOSI,"- Hà Nội: Tầng 2, Tòa BeaSky, Phạm Tu, Hoàng Mai, Hoàng Mai",Nhân viên
System Admin,SVTECH,"- Hà Nội: 82 Duy Tân, Cầu Giấy",Nhân viên
,CÔNG TY CỔ PHẦN FIVE-STAR E-LEARNING,"- Hà Nội: 35 Lạc Trung, Hai Bà Trưng",Trưởng nhóm
Tester Android Hà Nội,CÔNG TY CỔ PHẦN ĐẦU TƯ AHV HOLDING,- Hà Nội: Thanh Xuân,Nhân viên
Senior Developer,CÔNG TY CỔ PHẦN AZ GLOBAL CORP,"- Hà Nội: Tầng 3, tòa nhà FLC Landmark Tower, đường Lê Đức Thọ, phường Mỹ Đình 2, Nam Từ Liêm",Nhân viên
Engineer,FPT Software,"- Hà Nội: Tòa nhà FPT Cầu Giấy, phố Duy Tân, phường Cầu Giấy, Thành phố Hà Nội, Việt Nam, Cầu Giấy",Nhân viên
,2NF Software,"- Hà Nội: Tòa 3A ngõ 82 Duy Tân, Cầu Giấy",Nhân viên
Project Manager,FPT Smart Cloud (FCI),"- Hồ Chí Minh: tòa PJICO, 186 Điện Biên Phủ, Quận 3 - Hà Nội: Tòa FPT Tower, số 10, Phạm Văn Bạch, Cầu Giấy",Trưởng/Phó phòng
System Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ TRUYỀN THÔNG DTS,"- Hà Nội: Tòa nhà Sao Bắc, số 4 Dã Tượng, P. Cửa Nam, Hoàn Kiếm",Nhân viên
Quản Lý Dự Án Project Management,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ MARKETING VCENMEDIA,"- Hà Nội: Địa chỉ làm việc: Số 21, Đường 800A, Nghĩa Đô,, Cầu Giấy",Quản lý / Giám sát
DevOps Engineer,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ BAVAAN,"- Hà Nội: Căn TT03 – 36, Khu đô thị MonCity, Nam Từ Liêm",Nhân viên
Software Tester,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ SOLID,"- Hà Nội: Duy Tân, Cầu Giấy",Nhân viên
Nhân Viên Vận Hành Hệ Thống Operation Executive,Công Ty TNHH Bảo Hiểm Tasco,"- Hà Nội: Tòa nhà Tasco, Lô HH2-2 đường Mỹ Đình, Từ Liêm",Nhân viên
Frontend Developer,Công ty Cổ phần Chứng khoán An Bình,"- Hà Nội: Tầng 16, tòa nhà Geleximco, 36 Hoàng Cầu, Ô Chợ Dừa, Đống Đa",Trưởng nhóm
Chuyên Viên Kiểm Thử Manual Tester,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,- Hà Nội: Hai Bà Trưng - Hà Nội: Cầu Giấy - Hà Nội: Ba Đình,Trưởng nhóm
Chuyên Viên Lập Trình Java Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ SICIX,"- Hà Nội: Tháp Tây, Chung cư học viện Quốc Phòng, Nghĩa Đô, Tây Hồ",Trưởng nhóm
Business Analyst Ba,Cty TNHH Tư vấn GaneshAID,"- Hà Nội: Số 143 Đốc Ngữ, Ba Đình, Ba Đình",Nhân viên
Thực Tập Sinh Kiểm Thử,CÔNG TY CỔ PHẦN ORENDA,"- Hà Nội: 25 Tô Vĩnh Diện, Khương Trung, Thanh Xuân",Thực tập sinh
BrSE,Viettel Software,"- Hà Nội: Tòa nhà Viettel Software, 36A Dịch Vọng Hậu, Cầu Giấy",Trưởng nhóm
,Công Ty Cổ Phần VCCorp,"- Hà Nội: Toà Center Building, 85 Vũ Trọng Phụng,, Thanh Xuân",Nhân viên
Golang Developer,Công ty Cổ phần Công nghệ KiotViet,"- Hà Nội: 1A Yết Kiêu - Phường Cửa Nam, Hoàn Kiếm",Nhân viên
Lập Trình Frontend,CÔNG TY CỔ PHẦN CÔNG NGHỆ FOXAI,"- Hà Nội: Tầng 3 Tòa nhà N03-T3, Khu Ngoại Giao Đoàn, Phường Xuân Đỉnh, Bắc Từ Liêm",Nhân viên
Lập Trình Viên Java Fullstack Đi Làm Ngay,Công ty cổ phần phần mềm REVOTECH,"- Hà Nội: Tòa CTM Complex, số 139 đường Cầu giấy, Cầu Giấy",Nhân viên
Product Owner Fresher,XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED,"- Hà Nội: Tầng 8 Tòa nhà Hoa Cương, số 18 ngõ 11 Thái Hà, Trung Liệt, Đống Đa",Nhân viên
Quản Trị Vận Hành,CÔNG TY CỔ PHẦN VIỆN MẮT QUỐC TẾ VIỆT - NGA,"- Hà Nội: Tầng 7, tòa Hancorp Tháp tây khu Văn phòng, Dịch Vọng, Cầu Giấy, Cầu Giấy",Nhân viên
Manual Tester Ba Hà Nội,Công ty cổ phần Công nghệ Sapo,"- Hà Nội: Tầng 6, Tòa Ladeco 266 Đội Cấn, Ba Đình",Nhân viên
Frontend Developer ReactJs VueJs,Eastgate Software JSC,"- Hà Nội: Tầng 11, VCCI Tower, 09 Đào Duy Anh, Đống Đa",Nhân viên
Game Developer,CÔNG TY CỔ PHẦN SMARTSCALE,"- Hà Nội: ầng 27 tòa nhà Ellipse , Trần Phú, Hà Đông",Nhân viên
Project Manager,CÔNG TY CỔ PHẦN MỸ PHẨM QUỐC TẾ THÙY DUNG,"- Hà Nội: Tòa nhà Discovery Complex – 302 Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy",Trưởng nhóm
Software Tester,CÔNG TY CỔ PHẦN ZTO LABS,"- Hà Nội: NIC Hanoi, Ngõ 7 Tôn Thất Thuyết, Dịch Vọng Hậu, Cầu Giấy, Cầu Giấy",Trưởng nhóm
,"VIỆN TÀI NGUYÊN, MÔI TRƯỜNG VÀ PHÁT TRIỂN BỀN VỮNG",- Hà Nội: Hai Bà Trưng,Trưởng nhóm
Kỹ Sư Vận Hành,Viettel Software,"- Hà Nội: 36a Dịch Vọng Hậu, Cầu Giấy, Cầu Giấy",Nhân viên
Security Engineer,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN SKY CORPORATION,"- Hà Nội: Trần Duy Hưng, Cầu Giấy",Nhân viên
Manual Tester,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,"- Hà Nội: Trần Hữu Dực, Nam Từ Liêm - Hà Nội: Lạc Long Quân, Bắc Từ Liêm - Hà Nội: Dịch Vọng Hậu, Cầu Giấy - Hà Nội: 89 Láng Hạ, Đống Đa - Hồ Chí Minh: Tháp 3A1, số 3A-3B Tôn Đức Thắng, phường Bến Nghé, Quận 1 ...và 2 địa điểm khác Thu gọn",Nhân viên
IT Comtor Tiếng Nhật Cầu Giấy Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ EKOTEK,"- Hà Nội: Ekotek Technology Office, Floor 4, CIC Tower, Nguyen Thi Due Street, Yen Hoa, Cầu Giấy",Nhân viên
IT,Công ty CP Kinh doanh F88,"- Hà Nội: Số 5 Nguyễn Thị Duệ, Phường Yên Hòa, Cầu Giấy",Trưởng nhóm
Nhân Viên Triển Khai Phần Mềm Chăm Sóc Khách Hàng,CÔNG TY TNHH CÔNG NGHỆ SIMPLE,"- Hà Nội: Lô 05 tầng 2A tòa 27A3 khu chung cư Green Star 232 Phạm Văn Đồng, Bắc Từ Liêm",Nhân viên
Java Engineer,Khối Công nghệ thông tin - Viettel Telecom,"- Hà Nội: Tầng 42 + 43, tòa nhà Keangnam Landmark 72 Phạm Hùng, Nam Từ Liêm",Nhân viên
Java Developer,"TECHVIFY SOFTWARE., JSC","- Hà Nội: HUD Tower 37 Lê Văn Lương, Nhân Chín, Thanh Xuân",Trưởng nhóm
Analyst,Công ty Cổ phần Hệ thống Công nghệ ETC,"- Hà Nội: Tòa 319 Bộ Quốc Phòng, 63 Lê Văn Lương, Cầu Giấy, Cầu Giấy",Nhân viên
Java Developer Banking,CÔNG TY CỔ PHẦN SMARTOSC,"- Hà Nội: Handico Tower, Phạm Hùng, Nam Từ Liêm",Nhân viên
Developer,Công ty Cổ phần Tập đoàn Karofi,"- Hà Nội: Số 9A, Thanh Trì, Thanh Trì",Nhân viên
Thực Tập Sinh Quản Trị Hệ Thống,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI QUỐC TẾ ICOM,"- Hà Nội: ICOM Building, Số 17/93 Trần Thái Tông, Dịch Vọng, Cầu Giấy",Thực tập sinh
Engineer,Công ty CP Chứng khoán SSI,"- Hà Nội: Số 1 Lương Yên, Hai Bà Trưng, Hai Bà Trưng",Nhân viên
Lập Trình Viên Mobile Developer React Native Từ Liêm,Công Ty Cổ Phần Edulive Toàn Cầu,"- Hà Nội: Khu Ngoại Giao Đoàn, Xuân Đỉnh, Bắc Từ Liêm",Nhân viên
AI Engineer,Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),"- Hà Nội: 22 Láng Hạ, Phường Láng, Đống Đa",Nhân viên
QC,CÔNG TY CỔ PHẦN CÔNG NGHỆ TECHLAB,"- Hà Nội: Tây Hà Tower, 19 Tố Hữu, Nam Từ Liêm",Nhân viên
IT Team Leader,CÔNG TY CỔ PHẦN INSMART,"- Hà Nội: Số 1 Phạm Huy Thông, Ngọc Khán, Ba Đình",Trưởng nhóm
Front End Developer,CÔNG TY TNHH TRUYỀN THÔNG SKY ADS VIỆT NAM,"- Hà Nội: 58 Tố Hữu, Nam Từ Liêm",Nhân viên
Database Administrator MySQL,Viettel Digital,"- Hà Nội: Tòa Keangnam, Phạm Hùng, Nam Từ Liêm",Nhân viên
Chuyên Viên Phân Tích BA,CÔNG TY CỔ PHẦN ĐẦU TƯ GIÁO DỤC VÀ PHÁT TRIỂN CÔNG NGHỆ QUỐC TẾ LANGMASTER,"- Hà Nội: 201 Cầu Giấy, Cầu Giấy",Nhân viên
Lập Trình Viên Backend,CÔNG TY CỔ PHẦN CÔNG NGHỆ FOXAI,"- Hà Nội: Tòa N03-T3, Khu Ngoại Giao Đoàn, Phường Xuân Tảo, Bắc Từ Liêm",Nhân viên
Quản Trị Hệ Thống,CÔNG TY TNHH KHÓA HUY HOÀNG,"- Hà Nội: Nhà máy 3: Lô 41D - KCN Quang Minh, Mê Linh",Nhân viên
Kỹ Sư Engineer,CÔNG TY TNHH CÔNG NGHỆ HỒNG CƠ,"- Hà Nội: Số B16-09 Khu đô thị Vinhomes Gardenia, Đường Hàm Nghi, Phường Từ Liêm, Nam Từ Liêm - Hồ Chí Minh: Số 124 Huỳnh Tấn Phát, Phường Tân Thuận, Quận 7",Nhân viên
PHP,Công ty cổ phần BEE TECH ASIA,"- Hà Nội: Tầng 4, TTTM Hà Thành, 102 Thái Thịnh, Trung Liêt, Đống Đa, Đống Đa",Nhân viên
System Admin,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,"- Hà Nội: CT2 Tràng An Complex, Số 1 Phùng Chí Kiên, Nghĩa Đô, Cầu Giấy, Cầu Giấy - Hưng Yên",Nhân viên
Product Owner PO,CÔNG TY TNHH NEO TALENT,"- Hà Nội: Nguyễn Hoàng, Bắc Từ Liêm",Trưởng nhóm
Quản Trị Mạng ADMIN,Công ty cổ phần phần mềm DTH,"- Hà Nội: Tòa nhà Hancorp, 72 Trần Đăng Ninh, Cầu Giấy",Nhân viên
Tester Manual,CÔNG TY CỔ PHẦN DỊCH VỤ DI ĐỘNG THỂ HỆ MỚI (NMS),"- Hà Nội: Tòa nhà Mỹ Đình Plaza, 138 Trần Bình, Nam Từ Liêm",Trưởng nhóm
Lập Trình Viên Front-End,CÔNG TY TNHH NEO TALENT,"- Hà Nội: 18 Tuệ Tĩnh, Hai Bà Trưng",Trưởng nhóm
Analyst,CÔNG TY TNHH MỘT THÀNH VIÊN AN NINH MẠNG VIETTEL,"- Hà Nội: Keangnam Landmark 72, Phạm Hùng, Từ Liêm - Hồ Chí Minh: Viettel Building, 285 CMT8, Quận 10",Nhân viên
Java Developer,Công ty cổ phần Ecoit,"- Hà Nội: 143 Nguyễn Tuân, Thanh Xuân, Thanh Xuân",Trưởng nhóm
Mobile Developer Android Hà Nội,CÔNG TY CỔ PHẦN ĐẦU TƯ AHV HOLDING,- Hà Nội: Thanh Xuân,Nhân viên
Lập Trình Viên Fullstack Java Javascript,Công ty TNHH Đầu tư và Phát triển ATC VINA,"- Hà Nội: Hàm Nghi, Nam Từ Liêm",Trưởng nhóm
Kỹ Sư Cầu Nối Tiếng Hàn Bridge Engineer,CÔNG TY TNHH SAMSUNG SDS VIỆT NAM,- Hà Nội,Nhân viên
,"VIỆN TÀI NGUYÊN, MÔI TRƯỜNG VÀ PHÁT TRIỂN BỀN VỮNG",- Hà Nội: Hai Bà Trưng,Thực tập sinh
Kỹ Sư Hạ Tầng,Công ty TNHH MTV Ứng Dụng Kỹ Thuật và Sản xuất,"- Hà Nội: Tầng 9, tòa nhà CIT – ngõ 15 Duy Tân, Cầu Giấy",Nhân viên
Kỹ Sư Cầu Nối Tiếng Nhật,CÔNG TY TNHH PLAN-B TECHNOLOGIES VIỆT NAM,"- Hà Nội: Tầng 10 Tháp Tây, Tòa nhà Hancorp Plaza, Số 72 Trần Đăng Ninh, Phường Dịch Vọng Hậu Thành phố Hà Nội, Việt Nam, Cầu Giấy",Nhân viên
Lập Trình Viên Tây Hồ Hà Nội,Công ty Cổ phần Tập đoàn HiPT,"- Hà Nội: 152 Thuỵ Khê, Tây Hồ",Nhân viên
Data Engineer Dự Án Banking Engineer Dự Án Banking,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,- Hà Nội,Nhân viên
Lập Trình Viên Back-End,CÔNG TY TNHH NEO TALENT,"- Hà Nội: 18 Tuệ Tĩnh, Hai Bà Trưng",Trưởng nhóm
Kỹ Sư,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ CÔNG NGHIỆP NSN,"- Hà Nội: Số 11, Ngõ 89, Phố Kim Quan Thượng, Phường Việt Hưng, Long Biên, Long Biên",Nhân viên
Quản Trị Website Công Nghệ Thông Tin IT Helpdesk,TRƯỜNG TRUNG CẤP Y DƯỢC TUỆ TĨNH HÀ NỘI,"- Hà Nội: Số 6/767 - Nguyễn Khoái, Hoàng Mai",Nhân viên
Java Developer,CÔNG TY CỔ PHẦN DỊCH VỤ DI ĐỘNG THỂ HỆ MỚI (NMS),"- Hà Nội: Toà nhà Mỹ Đình Plaza, 138 Trần Bình, Nam Từ Liêm",Trưởng nhóm
DevOps Engineer,CÔNG TY TNHH VBA TECHNOLOGY,"- Hà Nội: Hoa Đăng Office, 290 Nguyễn Trãi, Trung Văn, Nam Từ Liêm, Nam Từ Liêm",Nhân viên
Manual Tester QA/QC Dự Án Banking,Công ty cổ phần Synodus,- Hà Nội: Hoàn Kiếm,Nhân viên
Nhân Viên Designer,Công ty cổ phần Gió media,"- Hà Nội: số 5 Tân Triều - Thanh Trì, Thanh Trì",Nhân viên
Trưởng Nhóm,CÔNG TY TNHH SOCOTEC VIỆT NAM,"- Hà Nội: No 17, Alley 575, Kim Ma Street, Ba Đình",Trưởng nhóm
BA Business Analyst IT,Công ty Cổ phần Đầu tư Phát triển Công nghệ và Truyền thông,"- Hà Nội: CT2 Tràng An Complex, số 1 Phùng Chí Kiên, Nghĩa Đô, Cầu Giấy, Cầu Giấy",Nhân viên
NET Developer,Công ty Cổ phần Công nghệ KiotViet,"- Hà Nội: 1A Yết Kiêu - Phường Cửa Nam, Hoàn Kiếm",Nhân viên
C/ Developer,FPT Software,- Hà Nội: Cầu Giấy,Nhân viên
,Công ty TNHH MTV Logistics Viettel,"- Hà Nội: Lô A2, Đường CN4, Minh Khai, Bắc Từ Liêm, Bắc Từ Liêm",Nhân viên
,CÔNG TY TRÁCH NHIỆM HỮU HẠN VIPHAP,"- Hà Nội: 26 Lô A20, KĐT Geleximco A, Hoài Đức, Nam Từ Liêm",Trưởng/Phó phòng
Developer,CÔNG TY CỔ PHẦN AZ GLOBAL CORP,"- Hà Nội: Tầng 3, tòa nhà FLC Landmark Tower, đường Lê Đức Thọ, phường Mỹ Đình 2, Nam Từ Liêm",Nhân viên
C++ Developer,Công ty Cổ phần Đầu tư và Công nghệ HTI,"- Hà Nội: Tầng 16-VP2, Tòa nhà Sun Square, số 21 lê Đức Thọ, Phường Mỹ Đình 2., Nam Từ Liêm",Nhân viên
Chuyên Viên Kiểm Thử Phần Mềm Tester,CÔNG TY TNHH VETC DIGITAL,"- Hà Nội: Tasco Building, HH2-2, Phạm Hùng, Nam Từ Liêm",Nhân viên
Mobile Developer React Native Flutter,Công Ty Cổ Phần GoGroup,"- Hà Nội: 37 lê văn lương, Cầu Giấy",Nhân viên
Phát Triển Phần Mềm Flutter Developer,Công ty Cổ phần Giải pháp Công nghệ Elsaga,- Hà Nội: Hà Đông,Nhân viên
Thực Tập Sinh,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,"- Hà Nội: Tràng An Complex số 1 Phùng Chí Kiên, Nghĩa Đô, Cầu Giấy",Thực tập sinh
Ai Engineer,Công ty TNHH SETA international Việt Nam,"- Hà Nội: Tòa nhà HL, ngõ 82, Duy Tân, Cầu Giấy",Nhân viên
Java Developer,CÔNG TY TNHH SAMSUNG SDS VIỆT NAM,"- Hà Nội: Tòa PVI, Số 1 Phạm Văn Bạch, Yên Hòa, Cầu Giấy",Trưởng nhóm
Thực Tập Sinh Python ReactJS PHP,Công ty Cổ phần JVB Việt Nam,"- Hà Nội: Tòa Roman Plaza, Tố Hữu, Nam Từ Liêm",Thực tập sinh
Engineer,Công Ty Cổ Phần Aggregatori Capaci,"- Hà Nội: 5BT2, khu đô thị Mễ Trì Hạ, Mễ Trì, Nam Từ Liêm",Nhân viên
Nhân Viên Kiểm Thử Phần Mềm Tester Đi Làm Ngay,Công ty cổ phần phần mềm REVOTECH,"- Hà Nội: Tòa CTM số 130 đường Cầu giấy, Quan Hoa, Cầu Giấy",Nhân viên
Flutter,CÔNG TY CỔ PHẦN PAYTECH,- Hà Nội: Gia Lâm,Trưởng nhóm
IT Project Manager,CÔNG TY CỔ PHẦN FUTURE CONNECT,"- Hà Nội: 85 Nguyễn Ngọc Vũ, Thanh Xuân",Quản lý / Giám sát
Front-End Developer Vue.Js,CÔNG TY TNHH EAERA VIỆT NAM,"- Hà Nội: Tòa Wecozy, số 3 Lê Văn Hưu, Phạm Đình Hổ, Hai Bà Trưng",Nhân viên
Chuyên Viên Phân Tích Nghiệp Vụ,Công ty Cổ phần Tập đoàn HiPT,- Hà Nội: Tây Hồ,Nhân viên
